Image,Theme,Category,Source,Valence_mean,Valence_SD,Valence_N,Arousal_mean,Arousal_SD,Arousal_N,...1,Valence_mean_men,Valence_SD_men,Valence_N_men,Valence_mean_women,Valence_SD_women,Valence_N_women,Arousal_mean_men,Arousal_SD_men,Arousal_N_men,Arousal_mean_women,Arousal_SD_women,Arousal_N_women
I132,Cat 3,Animal,Pixabay,6,1.11907839251687,108,4.22115384615385,1.90021322650871,104,I132,5.684210526,1.283937787,57,6.352941176,0.770026738,51,3.918367347,2.008697077,49,4.490909091,1.772973306,55
I879,Wedding 6,Person,Pixabay,6,0.989949493661167,101,3.92233009708738,1.53194302093107,103,I879,5.724137931,0.987520436,58,6.372093023,0.873505685,43,4.081632653,1.304427312,49,3.79245283,1.724913494,53
I271,Dog 21,Animal,Pixabay,5.99019607843137,0.969792241088553,102,4.04950495049505,1.67556699432617,101,I271,5.755555556,1.069314894,45,6.160714286,0.848030568,56,3.734693878,1.788569147,49,4.346153846,1.51960541,52
I513,Mother 9,Person,Flickr/Graco Children Products,5.98148148148148,1.11053983236984,108,3.63461538461538,1.80106598590564,104,I513,5.807017544,1.059625886,57,6.176470588,1.143781139,51,3.265306122,1.879444845,49,3.963636364,1.677339564,55
I186,Couple 4,Person,Pixabay,5.97058823529412,1.23845865840289,102,4.53465346534653,1.45302688506196,101,I186,5.931818182,1.189053313,44,6,1.284181766,58,4.468085106,1.44238727,47,4.596153846,1.498490945,52
I457,Lake 3,Scene,Pixabay,5.96296296296296,0.926514177970269,108,3.22115384615385,1.96551201743074,104,I457,5.789473684,0.920730341,57,6.156862745,0.902719204,51,3.326530612,1.841509289,49,3.127272727,2.08215118,55
I337,Fireworks 4,Scene,Wikipedia,5.9537037037037,0.910830567450926,108,4.31730769230769,1.72511107326047,104,I337,5.789473684,0.958735069,57,6.137254902,0.825096548,51,3.979591837,1.613611321,49,4.618181818,1.779418435,55
I345,Flowers 2,Object,Pixabay,5.95098039215686,1.04717867994461,102,3.45544554455446,1.79178543623531,101,I345,5.590909091,1.167748416,44,6.224137931,0.859275571,58,3.127659574,1.568951759,47,3.711538462,1.963755291,52
I459,Lake 5,Scene,Pixabay,5.95049504950495,1.06184968450118,101,4.30097087378641,1.87781136399565,103,I459,5.75862069,1.06475176,58,6.209302326,1.013201892,43,4.183673469,1.810541694,49,4.396226415,1.964488803,53
I349,Flowers 6,Object,Pixabay,5.94444444444444,0.915426802387605,108,3.00961538461538,1.66339921185909,104,I349,5.754385965,0.95020114,57,6.156862745,0.833607798,51,2.775510204,1.503680292,49,3.218181818,1.781498631,55
I255,Dog 5,Animal,Pixabay,5.94059405940594,1.07537697741971,101,4.66990291262136,1.83852215542044,103,I255,5.672413793,1.08236147,58,6.302325581,0.964485644,43,4.285714286,1.870828693,49,5.018867925,1.770382032,53
I269,Dog 19,Animal,Pixabay,5.94059405940594,0.967696049162317,101,4.3495145631068,1.64321980595056,103,I269,5.706896552,0.973483899,58,6.255813953,0.875405301,43,4.204081633,1.554289653,49,4.471698113,1.738741516,53
I434,Horse 1,Animal,Pixabay,5.93518518518519,1.05257271063824,108,3.72115384615385,1.71490740087542,104,I434,5.736842105,1.110442572,57,6.156862745,0.94599258,51,3.469387755,1.595593422,49,3.945454545,1.799363898,55
I509,Mother 5,Person,Pixabay,5.93518518518519,1.01643640039117,108,3.50961538461538,1.62501795244866,104,I509,5.789473684,1.064640149,57,6.098039216,0.943502029,51,3.510204082,1.659850006,49,3.509090909,1.60868853,55
I512,Mother 8,Person,Pixabay,5.93137254901961,1.24486910458723,102,3.97029702970297,1.79697215083904,101,I512,5.822222222,1.230094026,45,6.017857143,1.271950134,56,3.693877551,1.793554218,49,4.230769231,1.778029143,52
I62,Beach 4,Scene,Wikipedia,5.92592592592593,0.973515680155425,108,3.625,1.74148413437828,104,I62,6.070175439,0.903557436,57,5.764705882,1.031275624,51,3.959183673,1.606745983,49,3.327272727,1.816126785,55
I506,Mother 2,Person,Pixabay,5.92592592592593,1.02038753590668,108,3.84615384615385,1.71101077700118,104,I506,5.807017544,1.007801647,57,6.058823529,1.027847551,51,3.775510204,1.73523901,49,3.909090909,1.702642035,55
I35,Baby 4,Person,Pixabay,5.92079207920792,1.23841163041076,101,4.27184466019417,1.85870593164676,103,I35,5.689655172,1.273300678,58,6.23255814,1.130469968,43,3.979591837,1.865138466,49,4.528301887,1.846032894,53
I189,Couple 7,Person,Pixabay,5.91666666666667,0.958240209480598,108,4.25,1.36353338828606,104,I189,5.842105263,0.882153892,57,6,1.039230485,51,4.06122449,1.375502382,49,4.418181818,1.342895008,55
I351,Flowers 8,Object,Pixabay,5.91176470588235,0.965780258881368,102,3.7029702970297,1.70613337377501,101,I351,5.727272727,0.949017518,44,6.051724138,0.962861485,58,3.595744681,1.740309499,47,3.730769231,1.681681985,52
I74,Bird 1,Animal,Pixabay,5.90740740740741,1.00964541788252,108,3.00961538461538,1.73762024691227,104,I74,5.947368421,0.914585242,57,5.862745098,1.113904984,51,3.06122449,1.748906364,49,2.963636364,1.742323229,55
I621,Picnic 2,Person,Pixabay,5.90740740740741,1.05491317831203,108,3.47115384615385,1.6660908888437,104,I621,5.807017544,1.076346275,57,6.019607843,1.029372548,51,3.326530612,1.736708514,49,3.6,1.605545944,55
I252,Dog 2,Animal,Pixabay,5.9009900990099,1.03445590041383,101,4.39805825242718,1.63503196482061,103,I252,5.706896552,1.059768606,58,6.162790698,0.949441755,43,4.265306122,1.538065752,49,4.509433962,1.738950186,53
I270,Dog 20,Animal,Pixabay,5.9009900990099,0.943450586888889,101,4.19417475728155,1.63334285167605,103,I270,5.689655172,0.940453354,58,6.186046512,0.879821788,43,4.081632653,1.511576642,49,4.283018868,1.758248238,53
I96,Bridge 1,Scene,Pixabay,5.89108910891089,0.999009410356178,101,3.55339805825243,1.77525560346764,103,I96,5.620689655,0.97021586,58,6.255813953,0.928209317,43,3.551020408,1.581945328,49,3.528301887,1.957272175,53
I264,Dog 14,Animal,Flickr/hairygrumpy,5.89108910891089,0.988948836887024,101,4.19417475728155,1.6152353827568,103,I264,5.75862069,1.031271483,58,6.069767442,0.910137322,43,3.836734694,1.504810879,49,4.528301887,1.671063383,53
I352,Flowers 9,Object,Pixabay,5.89108910891089,1.13930671988723,101,4.07766990291262,1.77504112290585,103,I352,5.620689655,1.18214177,58,6.255813953,0.978166975,43,3.836734694,1.624640201,49,4.301886792,1.90732299,53
I814,Sunset 5,Scene,Pixabay,5.87962962962963,1.12505528497673,108,3.53846153846154,1.88464967733352,104,I814,5.807017544,1.201763533,57,5.960784314,1.038475504,51,3.571428571,1.71998062,49,3.509090909,2.035542764,55
I809,Sunflower 1,Scene,Pixabay,5.87128712871287,1.0739028479023,101,3.8252427184466,1.77359270069573,103,I809,5.586206897,1.076617229,58,6.255813953,0.953515382,43,3.714285714,1.732050808,49,3.943396226,1.833608195,53
I205,Dancing 7,Person,Pixabay,5.87037037037037,1.0945283846973901,108,3.375,1.46272454918762,104,I205,5.684210526,1.19758529,57,6.078431373,0.934732844,51,3.183673469,1.509324758,49,3.545454545,1.411830724,55
I291,Elephant 1,Animal,Pixabay,5.86274509803922,0.975331532222767,102,4.38613861386139,1.5618597698238,101,I291,5.568181818,0.974028491,44,6.086206897,0.923085648,58,4.340425532,1.339639727,47,4.480769231,1.709149365,52
I40,Baby 9,Person,Pixabay,5.85294117647059,1.22188831969721,102,3.64356435643564,1.70636548497584,101,I40,5.622222222,1.248433362,45,6.017857143,1.183078748,56,3.367346939,1.728364805,49,3.903846154,1.659903321,52
I66,Beach 8,Scene,Pixabay,5.85294117647059,1.00884267408749,102,3.89108910891089,1.88627140199394,101,I66,5.613636364,1.10423938,44,6.034482759,0.89766788,58,3.787234043,1.680271332,47,4.019230769,2.053121818,52
I263,Dog 13,Animal,Flickr/Waldo Jaquith,5.85294117647059,1.1379768292159,102,4.05940594059406,1.73678888859998,101,I263,5.8,1.17936809,45,5.892857143,1.122959911,56,3.93877551,1.807486322,49,4.173076923,1.677079088,52
I133,Cat 4,Animal,Pixabay,5.84313725490196,1.07854961318582,102,3.53465346534653,1.76388410297073,101,I133,5.488888889,1.140618298,45,6.107142857,0.947313358,56,3.530612245,1.709069445,49,3.538461538,1.830691913,52
I394,Gazing 6,Person,Pixabay,5.84313725490196,1.05064900300206,102,3.48514851485149,1.65296014099638,101,I394,5.577777778,1.076376263,45,6.053571429,0.998537892,56,3.612244898,1.656003303,49,3.365384615,1.657175085,52
I34,Baby 3,Person,Pixabay,5.84158415841584,1.16389581378512,101,4.11650485436893,1.74502638259615,103,I34,5.534482759,1.187885003,58,6.255813953,1.002212392,43,3.673469388,1.795686441,49,4.547169811,1.612046451,53
I717,School 2,Person,Pixabay,5.83333333333333,1.06318532547418,102,3.96039603960396,1.69068502139936,101,I717,5.545454545,1.209546243,44,6.051724138,0.886990057,58,3.787234043,1.640998771,47,4.153846154,1.70793552,52
I293,Excited face 2,Person,Flickr/Shreyans Bhansali,5.82352941176471,1.03800803814094,102,4.06930693069307,1.69857249325764,101,I293,5.636363636,1.12251605,44,5.965517241,0.954500278,58,3.957446809,1.601051921,47,4.25,1.758731718,52
I191,Couple 9,Person,Pixabay,5.81481481481481,1.00603922321994,108,3.44230769230769,1.55686343301732,104,I191,5.631578947,1.045937361,57,6.019607843,0.927150389,51,3.12244898,1.589452907,49,3.727272727,1.483920551,55
I815,Sunset 6,Scene,Pixabay,5.81481481481481,1.04253598201557,108,3.32692307692308,1.85096305393573,104,I815,5.719298246,1.030852386,57,5.921568627,1.055331934,51,3.346938776,1.738665921,49,3.309090909,1.961412258,55
I877,Wedding 4,Object,Pixabay,5.81481481481481,0.996706240510176,108,3.11538461538462,1.61490444159683,104,I877,5.631578947,0.937922837,57,6.019607843,1.029372548,51,3.020408163,1.63922995,49,3.2,1.603237465,55
I204,Dancing 6,Person,Pixabay,5.80555555555556,0.941844812636531,108,3.69230769230769,1.5646391257177,104,I204,5.701754386,0.999373237,57,5.921568627,0.868173652,51,3.612244898,1.617821665,49,3.763636364,1.527084324,55
I900,Zebra 1,Animal,Pixabay,5.80555555555556,0.961485740227298,108,3.56730769230769,1.65326639368371,104,I900,5.578947368,0.96264829,57,6.058823529,0.903587621,51,3.306122449,1.543859903,49,3.8,1.725623881,55
I338,Fireworks 5,Scene,Wikipedia,5.80392156862745,1.12610091950781,102,4.20792079207921,1.63900476926193,101,I338,5.666666667,1.187051351,45,5.928571429,1.07630923,56,4.244897959,1.465301622,49,4.173076923,1.801101557,52
I539,Nude couple 13,Person,Wikipedia,5.79411764705882,1.03730644425332,102,4.51485148514851,1.57869478612009,101,I539,5.863636364,0.795069372,44,5.74137931,1.192966887,58,4.659574468,1.59178046,47,4.384615385,1.598453249,52
I883,Wedding 10,Person,Pixabay,5.79411764705882,1.13746491878549,102,4.15841584158416,1.59832833465047,101,I883,5.727272727,1.188386367,44,5.844827586,1.105039876,58,4.170212766,1.536783045,47,4.153846154,1.696416239,52
I346,Flowers 3,Object,Pixabay,5.79207920792079,1.09833357121749,101,3.70873786407767,1.84513705299541,103,I346,5.379310345,1.136747996,58,6.348837209,0.752257584,43,3.530612245,1.792368554,49,3.867924528,1.911883242,53
I458,Lake 4,Scene,Pixabay,5.78703703703704,1.09417254978769,108,3.27884615384615,1.98761569007728,104,I458,5.789473684,1.047732963,57,5.784313725,1.154360871,51,3.346938776,1.797579627,49,3.218181818,2.157595619,55
I79,Birthday 1,Scene,Pixabay,5.7843137254902,0.950533471688317,102,3.45544554455446,1.63416493950426,101,I79,5.511111111,0.894991677,45,6,0.953462589,56,3.142857143,1.527525232,49,3.75,1.690515642,52
I875,Wedding 2,Person,Pixabay,5.7843137254902,1.1657441508986,102,3.84158415841584,1.62931073320792,101,I875,5.466666667,1.324592562,45,6.053571429,0.961431562,56,3.755102041,1.534744988,49,3.923076923,1.724632997,52
I876,Wedding 3,Person,Pixabay,5.7843137254902,1.29452350636156,102,4.10891089108911,1.63034346135414,101,I876,5.244444444,1.50989999,45,6.232142857,0.894245674,56,3.755102041,1.57494196,49,4.442307692,1.625935164,52
I372,Galaxy 2,Scene,Pixabay,5.77227722772277,1.02840836362616,101,4.4368932038835,1.91828100597763,103,I372,5.689655172,1.012325732,58,5.88372093,1.051287246,43,4.632653061,1.833642522,49,4.283018868,2.003625162,53
I225,Dessert 8,Person,Pixabay,5.76851851851852,0.913107884644336,108,3.36538461538462,1.70127132535627,104,I225,5.684210526,0.966545667,57,5.862745098,0.848990173,51,3.285714286,1.695582496,49,3.436363636,1.718781183,55
I882,Wedding 9,Person,Pixabay,5.76470588235294,1.19550702271095,102,4.04950495049505,1.54516172372838,101,I882,5.613636364,1.224097372,44,5.879310345,1.170958315,58,3.85106383,1.587707171,47,4.192307692,1.52158923,52
I344,Flowers 1,Object,Pixabay,5.76237623762376,1.04065858812086,101,3.67961165048544,1.82151408811359,103,I344,5.465517241,1.07956322,58,6.162790698,0.843186489,43,3.448979592,1.646476345,49,3.867924528,1.971310925,53
I190,Couple 8,Person,Pixabay,5.75925925925926,1.05786215707502,108,4.16346153846154,1.58947128611376,104,I190,5.614035088,1.04803193,57,5.921568627,1.055331934,51,3.979591837,1.506787365,49,4.327272727,1.656128299,55
I294,Excited face 3,Person,Pixabay,5.75925925925926,0.965482498816494,108,3.47115384615385,1.71207437213259,104,I294,5.596491228,1.015234827,57,5.941176471,0.881175685,51,3.204081633,1.645443099,49,3.709090909,1.749843668,55
I472,Lamb 1,Animal,Pixabay,5.75490196078431,0.958921367116694,102,3.95049504950495,1.7457161145144,101,I472,5.386363636,0.945390508,44,6.034482759,0.877906546,58,3.723404255,1.542191096,47,4.173076923,1.86527771,52
I487,Massage 2,Person,Flickr/Synergy ByDesign,5.75490196078431,1.10297773834436,102,4.11881188118812,1.75092620468637,101,I487,5.511111111,1.160372633,45,5.946428571,1.034313876,56,4.326530612,1.491472358,49,3.923076923,1.958852744,52
I886,Wedding ring 1,Object,Pixabay,5.75490196078431,1.13831797494168,102,3.66336633663366,1.67497598623247,101,I886,5.2,1.099586699,45,6.214285714,0.966987557,56,3.428571429,1.707825128,49,3.884615385,1.628831485,52
I340,Fireworks 7,Scene,Wikipedia,5.75247524752475,1.14373021813765,101,4.44660194174757,1.58873581103061,103,I340,5.586206897,1.17031234,58,5.976744186,1.079867101,43,4.408163265,1.512701327,49,4.490566038,1.68274777,53
I253,Dog 3,Animal,Pixabay,5.74509803921569,1.01167711467274,102,3.52475247524752,1.62845975944105,101,I253,5.577777778,1.055050384,45,5.875,0.973512852,56,3.285714286,1.607275127,49,3.75,1.631491559,52
I430,Happy pose 3,Scene,Wikipedia,5.74257425742574,0.986442754005874,101,3.93203883495146,1.67016575391064,103,I430,5.620689655,0.988132852,58,5.906976744,0.971350397,43,3.673469388,1.586239724,49,4.169811321,1.74020168,53
I159,Chipmunk 2,Animal,Flickr/Gilles Gonthier,5.73529411764706,0.932647361416487,102,4.23,1.71655633655457,100,I159,5.613636364,0.894840744,44,5.827586207,0.957664026,58,4.085106383,1.612853092,47,4.294117647,1.803265013,51
I219,Dessert 2,Object,Pixabay,5.73529411764706,1.1073692899487,102,3.24752475247525,1.75730441639495,101,I219,5.333333333,1.148120995,45,6.053571429,0.980160337,56,3.163265306,1.662665265,49,3.326923077,1.854735897,52
I878,Wedding 5,Person,Pixabay,5.73529411764706,1.25016015281556,102,4.1980198019802,1.6310720522417,101,I878,5.659090909,1.218904995,44,5.793103448,1.280879915,58,4.127659574,1.555034199,47,4.25,1.73629084,52
I297,Excited face 6,Person,Pixabay,5.73148148148148,1.02862290195203,108,3.48076923076923,1.61894589480507,104,I297,5.596491228,0.997490586,57,5.882352941,1.051609411,51,3.285714286,1.607275127,49,3.654545455,1.624102964,55
I898,Yoga 4,Person,Pixabay,5.72549019607843,1.00648257961638,102,3.99009900990099,1.84116837635753,101,I898,5.577777778,1.033284456,45,5.839285714,0.986763041,56,4.428571429,1.695582496,49,3.576923077,1.892670629,52
I157,Children 1,Person,Flickr/Stefano Corso,5.72277227722772,1.04994106388109,101,3.52427184466019,1.70836844647324,103,I157,5.5,1.01307245,58,6.023255814,1.034830837,43,3.265306122,1.655489734,49,3.754716981,1.753081467,53
I465,Lake 11,Scene,Flickr/James Wheeler,5.7156862745098,1.04717867994461,102,3.98019801980198,1.79432548897797,101,I465,5.454545455,0.975384133,44,5.913793103,1.064325546,58,4.127659574,1.623429291,47,3.769230769,1.916035374,52
I30,Astronaut 1,Person,Pixabay,5.71296296296296,1.08559752206969,108,4.56730769230769,1.77230267132203,104,I30,5.859649123,1.109031052,57,5.549019608,1.045250697,51,4.591836735,1.801832023,49,4.545454545,1.761924262,55
I143,Cat 14,Animal,Skeezix Scratching Post,5.70588235294118,1.1568841328816,102,4.00990099009901,1.7175275805934,101,I143,5.431818182,1.065259599,44,5.913793103,1.188903118,58,4.063829787,1.607107249,47,3.942307692,1.851480187,52
I486,Massage 1,Person,Wikipedia,5.70588235294118,1.03968993182533,102,4.16831683168317,1.7092062890751,101,I486,5.577777778,1.137958477,45,5.803571429,0.961431562,56,4.428571429,1.527525232,49,3.923076923,1.845462415,52
I347,Flowers 4,Object,Pixabay,5.7029702970297,1.08207721032693,101,3.71844660194175,1.77353903271173,103,I347,5.293103448,1.076195715,58,6.255813953,0.819204703,43,3.612244898,1.656003303,49,3.79245283,1.894917195,53
I203,Dancing 5,Person,Pixabay,5.69607843137255,1.06044279642076,102,3.54455445544554,1.50016500742583,101,I203,5.555555556,1.077782984,45,5.821428571,1.046329391,56,3.489795918,1.556203299,49,3.596153846,1.458707666,52
I533,Nude couple 7,Person,Wikipedia,5.69306930693069,1.06529408387943,101,4.21359223300971,1.71870040641117,103,I533,5.534482759,1.142719398,58,5.906976744,0.921023072,43,4.428571429,1.732050808,49,4.037735849,1.709276322,53
I531,Nude couple 5,Person,Wikipedia,5.68518518518519,1.35099927120873,108,5.34615384615385,1.29051228459248,104,I531,5.684210526,1.283937787,57,5.68627451,1.435133389,51,5.204081633,1.224397672,49,5.472727273,1.345149661,55
I288,Eating 1,Person,Wikipedia,5.68316831683168,0.968820861349578,101,3.47572815533981,1.61393843089175,103,I288,5.551724138,0.958295523,58,5.860465116,0.965633159,43,3.408163265,1.539999558,49,3.547169811,1.704812619,53
I350,Flowers 7,Object,Pixabay,5.68316831683168,1.1129303039212,101,3.49514563106796,1.70278771665626,103,I350,5.327586207,1.145363361,58,6.162790698,0.870966419,43,3.408163265,1.539999558,49,3.566037736,1.865779214,53
I874,Wedding 1,Person,Pixabay,5.67326732673267,1.15852415504459,101,4.09708737864078,1.59358126162055,103,I874,5.465517241,1.187885003,58,5.953488372,1.068008569,43,3.918367347,1.578986155,49,4.301886792,1.588236875,53
I517,Nature 2,Scene,Pixabay,5.66666666666667,1.04676146803228,102,3.57425742574257,1.75696633236648,101,I517,5.409090909,0.923043042,44,5.862068966,1.099414132,58,3.574468085,1.677792038,47,3.596153846,1.828527913,52
I615,Penguins 1,Animal,Pixabay,5.66336633663366,0.99274596672837,101,3.74757281553398,1.61923757538178,103,I615,5.448275862,0.92095324,58,5.953488372,1.022450101,43,3.653061224,1.614401597,49,3.830188679,1.649427046,53
I261,Dog 11,Animal,Pixabay,5.65740740740741,1.06043578625349,108,3.63461538461538,1.63729407543964,104,I261,5.350877193,1.10987818,57,6,0.894427191,51,3.693877551,1.660874288,49,3.581818182,1.62948423,55
I107,Camping 4,Person,Pixabay,5.65686274509804,1.13010205479058,102,3.22772277227723,1.63022199788134,101,I107,5.666666667,1.087114613,45,5.625,1.168721135,56,3,1.58113883,49,3.442307692,1.661719657,52
I257,Dog 7,Animal,Pixabay,5.65686274509804,1.08541271102369,102,3.97029702970297,1.79697215083904,101,I257,5.533333333,1.035725481,45,5.75,1.132174095,56,3.836734694,1.748176893,49,4.096153846,1.849850183,52
I359,Food 6,Object,Pixabay,5.65686274509804,0.990000480440084,102,3.67326732673267,1.74418411236365,101,I359,5.577777778,1.055050384,45,5.75,0.919486022,56,3.775510204,1.71105847,49,3.576923077,1.786069777,52
I609,Parasailing 1,Scene,Pixabay,5.65686274509804,1.01956210790008,102,3.96039603960396,1.62432011672089,101,I609,5.577777778,1.011050059,45,5.732142857,1.035568731,56,4.183673469,1.589987806,49,3.75,1.643465969,52
I296,Excited face 5,Person,Pixabay,5.65346534653465,1.06240899435534,101,3.70873786407767,1.75248321275932,103,I296,5.482758621,1.046990328,58,5.88372093,1.051287246,43,3.530612245,1.684513293,49,3.867924528,1.829646202,53
I608,Parade 1,Person,Pixabay,5.64814814814815,0.998267797071225,108,3.48076923076923,1.55782253579304,104,I608,5.578947368,1.051314966,57,5.725490196,0.939753827,51,3.06122449,1.405467942,49,3.854545455,1.603447464,55
I260,Dog 10,Animal,Pixabay,5.64705882352941,0.940266012744986,102,3.88118811881188,1.66305218627,101,I260,5.409090909,0.972127416,44,5.827586207,0.881345284,58,3.744680851,1.58069997,47,4,1.760124773,52
I722,School 7,Person,Pixabay,5.64705882352941,1.0958703654592,102,3.19,1.57438459999038,100,I722,5.533333333,1.140175425,45,5.714285714,1.05682691,56,3.0625,1.562952062,48,3.307692308,1.590886564,52
I766,Smiling face 1,Person,Pixabay,5.63888888888889,1.1717734249852,108,4.125,1.69343392153398,104,I766,5.631578947,1.174605997,57,5.647058824,1.18022929,51,4.775510204,1.531139365,49,3.545454545,1.630929998,55
I220,Dessert 3,Object,Pixabay,5.63366336633663,1.07445588347989,101,4.20388349514563,1.82229774853967,103,I220,5.431034483,1.125650985,58,5.906976744,0.946521287,43,4.265306122,1.765119333,49,4.132075472,1.901798095,53
I348,Flowers 5,Object,Pixabay,5.63366336633663,1.12002475220173,101,3.48543689320388,1.62011908101373,103,I348,5.275862069,1.120668714,58,6.11627907,0.931187218,43,3.408163265,1.580062859,49,3.547169811,1.682100767,53
I184,Couple 2,Person,Pixabay,5.62745098039216,1.08929597235787,102,3.77227722772277,1.52892895923134,101,I184,5.386363636,1.061282881,44,5.810344828,1.083478747,58,3.617021277,1.407328513,47,3.884615385,1.652732095,52
I881,Wedding 8,Object,Pixabay,5.62745098039216,1.11623100476072,102,3.86138613861386,1.6126357491405,101,I881,5.636363636,1.101603674,44,5.620689655,1.136747996,58,3.617021277,1.581869993,47,4.038461538,1.644498117,52
I375,Galaxy 5,Scene,Pixabay,5.61386138613861,0.97949269552869,101,4.41747572815534,1.76304255642842,103,I375,5.517241379,0.941096399,58,5.744186047,1.025694266,43,4.489795918,1.63455459,49,4.339622642,1.900843904,53
I357,Food 4,Object,Pixabay,5.61111111111111,0.965123916631864,108,3.42307692307692,1.83118778202961,104,I357,5.631578947,0.878951871,57,5.588235294,1.061630267,51,3.183673469,1.844738796,49,3.636363636,1.809068067,55
I188,Couple 6,Person,Pixabay,5.6078431372549,1.10046671237773,102,4.13861386138614,1.51016358696862,101,I188,5.727272727,1.086141803,44,5.517241379,1.111998033,58,4.191489362,1.527121445,47,4.076923077,1.531962139,52
I429,Happy pose 2,Person,Wikipedia,5.6078431372549,0.945619004611862,102,3.93069306930693,1.58276609606457,101,I429,5.5,1.022991509,44,5.689655172,0.882717029,58,4.212765957,1.443669392,47,3.692307692,1.67494175,52
I721,School 6,Person,Pixabay,5.6078431372549,1.15318639700595,102,3.0990099009901,1.48664017499225,101,I721,5.511111111,1.160372633,45,5.678571429,1.161615534,56,3,1.554563176,49,3.192307692,1.428539108,52
I104,Camping 1,Person,Pixabay,5.6039603960396,0.980603976341031,101,3.25242718446602,1.6070826485448,103,I104,5.465517241,0.940614156,58,5.790697674,1.013201892,43,3.204081633,1.731805318,49,3.301886792,1.513845151,53
I237,Dirt 2,Scene,Pixabay,5.59803921568627,1.07408541727156,102,3.34653465346535,1.85707104637575,101,I237,5.488888889,1.057918673,45,5.678571429,1.097221994,56,3.183673469,1.763914555,49,3.5,1.945331264,52
I371,Galaxy 1,Scene,Pixabay,5.59803921568627,1.17952670422151,102,4.08910891089109,1.9651921529509,101,I371,5.711111111,1.17979625,45,5.535714286,1.174955097,56,4.265306122,1.923273145,49,3.923076923,2.008278493,52
I63,Beach 5,Scene,Pixabay,5.59259259259259,1.23830632778806,108,3.35576923076923,1.56985107964034,104,I63,5.280701754,1.305953209,57,5.941176471,1.066053745,51,3.204081633,1.540827589,49,3.490909091,1.597135483,55
I278,Dog 28,Animal,Flickr/wplynn,5.59259259259259,1.18429786791357,108,3.55769230769231,1.78900049697944,104,I278,5.385964912,1.114104156,57,5.823529412,1.228102314,51,3.489795918,1.733523014,49,3.618181818,1.850834738,55
I223,Dessert 6,Object,Pixabay,5.58823529411765,1.0932098362477,102,3.85148514851485,1.78541949476229,101,I223,5.704545455,0.851252032,44,5.5,1.246046379,58,3.808510638,1.764853706,47,3.846153846,1.840552085,52
I361,Frisbee 1,Person,Pixabay,5.58823529411765,1.17188974219032,102,3.21782178217822,1.55951249046643,101,I361,5.488888889,1.057918673,45,5.642857143,1.256670513,56,3.265306122,1.591324268,49,3.173076923,1.543120773,52
I471,Lake 17,Scene,Wikipedia,5.58823529411765,1.00840960144504,102,3.61386138613861,1.69688123939009,101,I471,5.511111111,1.057918673,45,5.625,0.964129376,56,3.673469388,1.637932578,49,3.557692308,1.764724736,52
I207,Dancing 9,Person,Pixabay,5.58415841584158,0.972289326617065,101,3.83495145631068,1.5786385756475,103,I207,5.327586207,0.980295892,58,5.930232558,0.85621951,43,3.816326531,1.628822036,49,3.867924528,1.55708969,53
I656,Rafting 4,Person,Wikipedia,5.58333333333333,1.01507331349795,108,4.04807692307692,1.71447185500323,104,I656,5.578947368,0.943916015,57,5.588235294,1.098662288,51,3.469387755,1.634294456,49,4.563636364,1.63031054,55
I292,Excited face 1,Person,Flickr/Aaron Shumaker,5.57425742574257,1.04255968321689,101,3.83495145631068,1.69830992909641,103,I292,5.603448276,0.916508538,58,5.534883721,1.202157529,43,4.204081633,1.658055988,49,3.528301887,1.68253213,53
I617,Performance 1,Scene,Pixabay,5.57425742574257,1.08946348863526,101,3.86407766990291,1.72096953801367,103,I617,5.413793103,1.155224331,58,5.790697674,0.965059572,43,4,1.683250823,49,3.79245283,1.736026526,53
I81,Birthday 3,Scene,Pixabay,5.56862745098039,1.04842931953035,102,3.42574257425743,1.51885835187792,101,I81,5.333333333,1.066003582,45,5.767857143,1.008889064,56,3.367346939,1.509606427,49,3.480769231,1.540185685,52
I895,Yoga 1,Person,Pixabay,5.56481481481481,1.06141457497313,108,3.47115384615385,1.61880173093024,104,I895,5.596491228,1.147351751,57,5.529411765,0.966497619,51,3.612244898,1.617821665,49,3.345454545,1.624102964,55
I241,Dock 1,Scene,Pixabay,5.56435643564356,1.02387344514992,101,3.64077669902913,1.63211860951653,103,I241,5.362068966,0.930916844,58,5.837209302,1.089565937,43,3.408163265,1.644667739,49,3.867924528,1.617663746,53
I77,Bird 4,Animal,Pixabay,5.54901960784314,1.06824044258588,102,3.57425742574257,1.73405037212571,101,I77,5.244444444,1.069314894,45,5.785714286,1.021839441,56,3.326530612,1.625163519,49,3.807692308,1.815385894,52
I170,Coffee 1,Object,Pixabay,5.54901960784314,1.09569319782964,102,3.8019801980198,1.70891662745845,101,I170,5.272727273,1.086141803,44,5.75862069,1.06475176,58,3.744680851,1.538888434,47,3.807692308,1.879074256,52
I183,Couple 1,Person,Pixabay,5.53921568627451,1.24813975343627,102,3.96039603960396,1.66084792849441,101,I183,5.4,1.268499471,45,5.660714286,1.239894214,56,3.93877551,1.760778276,49,3.980769231,1.577916032,52
I202,Dancing 4,Person,Pixabay,5.53921568627451,1.19960033466143,102,3.65346534653465,1.46584885690412,101,I202,5.155555556,1.330679176,45,5.839285714,1.005019868,56,3.693877551,1.460651704,49,3.615384615,1.483951352,52
