,Theme,Category,Source,Valence_mean_men,Valence_SD_men,Valence_N_men,Valence_mean_women,Valence_SD_women,Valence_N_women,Arousal_mean_men,Arousal_SD_men,Arousal_N_men,Arousal_mean_women,Arousal_SD_women,Arousal_N_women
I1,Acorns 1,2,Pixabay,4.666666667,0.953462589,45,4.714285714,0.966987557,56,2.244897959,1.57494196,49,2.442307692,1.637950196,52
I2,Acorns 2,2,Pixabay,4.409090909,0.69275929,44,4.603448276,0.935454766,58,2.510638298,1.516178555,47,1.942307692,1.194980704,52
I3,Acorns 3,2,Pixabay,4.688888889,0.848051838,45,4.821428571,1.046329391,56,2.346938776,1.507633637,49,2.269230769,1.535404202,52
I4,Alcohol 1,2,Pixabay,4.701754386,1.362310436,57,4.666666667,0.972967968,51,2.653061224,1.714533712,49,3.054545455,1.671306672,55
I5,Alcohol 2,2,Pixabay,4.280701754,1.278313425,57,4.215686275,0.965685777,51,2.816326531,1.641562637,49,3.163636364,1.75080549,55
I6,Alcohol 3,2,Pixabay,4.140350877,1.042637392,57,4.196078431,0.848990173,51,2.469387755,1.430356028,49,2.236363636,1.346650665,55
I7,Alcohol 4,2,Pixabay,4.736842105,1.203066258,57,4.803921569,1.149253807,51,2.775510204,1.661642086,49,2.945454545,1.648997247,55
I8,Alcohol 5,2,Pixabay,5.386363636,1.039138934,44,5.293103448,1.19954115,58,3.404255319,1.469391688,47,3.673076923,1.700301632,52
I9,Alcohol 6,2,Pixabay,4.49122807,1.182050383,57,4.588235294,0.875818944,51,2.612244898,1.591858538,49,2.672727273,1.678342938,55
I10,Alcohol 7,2,Pixabay,4.431034483,1.125650985,58,4.534883721,1.202157529,43,3.204081633,1.593993829,49,3.075471698,1.730374088,53
I11,Alcohol 8,2,Pixabay,5.25862069,1.068863059,58,5.76744186,1.087531265,43,3.591836735,1.63195138,49,3.981132075,1.886088403,53
I12,Ambulance 1,2,Pixabay,2.614035088,1.097958917,57,2.019607843,0.948476591,51,3.755102041,1.774009257,49,4.527272727,1.772783389,55
I13,Ambulance 2,2,Pixabay,3.482758621,1.158362112,58,2.76744186,0.781854002,43,3.530612245,1.672099987,49,3.326923077,1.790181871,52
I14,Ambulance 3,2,Pixabay,3.637931034,1.037849934,58,2.813953488,1.006072372,43,3.551020408,1.720722044,49,3.660377358,1.870246757,53
I15,Angry face 1,3,Pixabay,3.477272727,0.976196615,44,3.310344828,0.940453354,58,3.29787234,1.381789854,47,3.269230769,1.573249224,52
I16,Angry face 2,3,Wikipedia,3.155555556,0.952402597,45,3.053571429,1.085769821,56,3.836734694,1.585703561,49,3.25,1.73629084,52
I17,Angry face 3,3,Wikipedia,2.555555556,0.966614419,45,2.482142857,1.128008243,56,3.857142857,1.802775638,49,3.480769231,1.776650126,52
I18,Angry face 4,3,Flickr/Jan Tik,2.511111111,1.198905225,45,2.5,1.095445115,56,3.795918367,1.978842168,49,3.942307692,1.753578543,52
I19,Angry face 5,3,Flickr/Bart,3.068181818,1.065259599,44,2.689655172,0.977050638,58,3.276595745,1.690152137,47,3.865384615,1.782582904,52
I20,Angry pose 1,3,Pixabay,3,1.017700489,57,2.607843137,1.040738802,51,3.326530612,1.748663241,49,3.872727273,1.805901288,55
I21,Angry pose 2,3,Flickr/madstreetz,2.947368421,1.1247389,57,2.647058824,0.820329919,51,3.265306122,1.538065752,49,4.127272727,1.876309868,55
I22,Animal carcass 1,1,Wikipedia,2.964912281,1.322401931,57,2.450980392,1.082843026,51,3.469387755,2.011446834,49,4.036363636,2.072425993,55
I23,Animal carcass 2,1,Wikipedia,3.477272727,1.190830009,44,3.086206897,1.525047975,58,3.893617021,1.618292747,47,4.230769231,1.722007317,52
I24,Animal carcass 3,1,Wikipedia,3.070175439,1.437503405,57,2.392156863,1.184540947,51,3.897959184,1.992118826,49,4.890909091,1.959523064,55
I25,Animal carcass 4,1,Wikipedia,3.911111111,1.258105036,45,3.732142857,1.44588534,56,4.163265306,1.559205711,49,4.230769231,1.687501746,52
I26,Animal carcass 5,1,Wikipedia,1.818181818,1.166842834,44,1.465517241,0.921773981,58,4,2.386556552,47,5,2.057983022,52
I27,Animal carcass 6,1,Wikipedia,2.736842105,1.506252632,57,2.019607843,1.348928405,51,4.12244898,2.107848954,49,5.254545455,2.110100768,55
I28,Archery 1,3,Pixabay,4.533333333,1.272077756,45,4.125,1.26580912,56,3.897959184,1.530861658,49,3.615384615,1.561219309,52
I29,Archery 2,3,Pixabay,4.613636364,0.841258998,44,4.965517241,1.042357605,58,3.425531915,1.556817837,47,3.442307692,1.719706559,52
I30,Astronaut 1,3,Pixabay,5.859649123,1.109031052,57,5.549019608,1.045250697,51,4.591836735,1.801832023,49,4.545454545,1.761924262,55
I31,Astronaut 2,3,Pixabay,5.422222222,1.157758196,45,4.928571429,1.109580475,56,3.87755102,1.615454697,49,3.480769231,1.565440295,52
I32,Baby 1,3,Pixabay,5.98245614,1.043538419,57,6.392156863,0.896179254,51,3.734693878,1.93407504,49,4.4,1.558726926,55
I33,Baby 2,3,Pixabay,5.789473684,1.081283003,57,6.294117647,0.9652796,51,3.367346939,1.764155576,49,3.927272727,1.874334899,55
I34,Baby 3,3,Pixabay,5.534482759,1.187885003,58,6.255813953,1.002212392,43,3.673469388,1.795686441,49,4.547169811,1.612046451,53
I35,Baby 4,3,Pixabay,5.689655172,1.273300678,58,6.23255814,1.130469968,43,3.979591837,1.865138466,49,4.528301887,1.846032894,53
I36,Baby 5,3,Pixabay,5.859649123,1.140779754,57,6.450980392,0.878947677,51,3.510204082,1.827138576,49,3.909090909,1.828506041,55
I37,Baby 6,3,Pixabay,5.807017544,1.059625886,57,6.31372549,0.836425635,51,3.428571429,1.707825128,49,3.854545455,1.809626336,55
I38,Baby 7,3,Pixabay,2.911111111,1.083391607,45,3.053571429,1.457515231,56,4.020408163,1.701589893,49,4.461538462,1.626514841,52
I39,Baby 8,3,Pixabay,5.859649123,1.201763533,57,6.37254902,0.958348252,51,3.632653061,1.867416637,49,4.181818182,1.816497536,55
I40,Baby 9,3,Pixabay,5.622222222,1.248433362,45,6.017857143,1.183078748,56,3.367346939,1.728364805,49,3.903846154,1.659903321,52
I41,Baby 10,3,Pixabay,5.266666667,1.467836999,45,5.517857143,1.220894924,56,3.591836735,1.801832023,49,4.173076923,1.56832812,52
I42,Band 1,3,Pixabay,4.775862069,1.155355242,58,5,1.046536237,43,3,1.369306394,49,3.018867925,1.487002225,53
I43,Band 2,3,Pixabay,5.068181818,1.189053313,44,5.224137931,1.060339294,58,3.978723404,1.375078839,47,3.788461538,1.67257625,52
I44,Bar 1,4,Pixabay,5.068181818,1.02066388,44,4.775862069,1.284770489,58,3.744680851,1.594393508,47,3.173076923,1.605397194,52
I45,Bar 2,4,Pixabay,4.75862069,0.978906386,58,4.744186047,1.0931175,43,4.12244898,1.628299894,49,3.471698113,1.814511733,53
I46,Bar 3,4,Pixabay,4.511111111,1.391895735,45,4.482142857,1.250324633,56,3.408163265,1.512701327,49,3.115384615,1.699525264,52
I47,Barbeque 1,3,Pixabay,4.977272727,0.952075734,44,4.517241379,1.259927307,58,3.106382979,1.433057579,47,3.096153846,1.417808519,52
I48,Barbeque 2,3,Pixabay,5.051724138,1.289939667,58,5.279069767,1.240690695,43,3,1.594260539,49,3.264150943,1.582973631,53
I49,Bark 1,2,Pixabay,4.122807018,1.001252349,57,3.941176471,0.675626071,51,2.040816327,1.337896104,49,2.090909091,1.530827993,55
I50,Bark 2,2,Pixabay,4.228070175,0.906672564,57,4.294117647,0.807319457,51,2.183673469,1.467331327,49,2.054545455,1.458286435,55
I51,Bark 3,2,Pixabay,4.6,0.986269371,45,4.660714286,0.900036074,56,2.081632653,1.351491995,49,2.096153846,1.524436449,52
I52,Bark 4,2,Pixabay,4.25862069,0.784953789,58,4.209302326,0.674647687,43,2.367346939,1.536959628,49,2.150943396,1.48578167,53
I53,Bark 5,2,Pixabay,4.172413793,0.652604258,58,4.23255814,0.570597402,43,2.265306122,1.524460426,49,1.886792453,1.219400505,53
I54,Bark 6,2,Pixabay,4.189655172,0.687147589,58,4.348837209,0.686041819,43,2.530612245,1.459195566,49,1.905660377,1.259794717,53
I55,Barrels 1,2,Pixabay,4.275862069,0.615390432,58,4.11627907,0.498058245,43,2.857142857,1.486046208,49,2.113207547,1.436614307,53
I56,BDSM 1,3,Wikipedia,4.711111111,1.408129356,45,4.053571429,1.494470327,56,5.040816327,1.499432999,49,4.096153846,1.796069951,52
I57,BDSM 2,3,Wikipedia,4.155172414,1.496214218,58,3.627906977,1.633332203,43,5.020408163,1.796869916,49,3.622641509,1.756596524,53
I58,BDSM 3,3,Wikipedia,4.263157895,1.620475193,57,3.607843137,1.600980092,51,3.979591837,1.725903096,49,4.436363636,1.707972985,55
I59,Beach 1,4,Pixabay,6.224137931,0.918486617,58,6.558139535,0.700419112,43,4.612244898,1.469358229,49,4.849056604,1.895300123,53
I60,Beach 2,4,Pixabay,6.088888889,1.062206585,45,6.5,0.786245393,56,4.020408163,1.725903096,49,4.25,1.998774134,52
I61,Beach 3,4,Pixabay,5.362068966,1.054618512,58,5.720930233,1.098171237,43,3.510204082,1.672354241,49,4.056603774,1.622143576,53
I62,Beach 4,4,Wikipedia,6.070175439,0.903557436,57,5.764705882,1.031275624,51,3.959183673,1.606745983,49,3.327272727,1.816126785,55
I63,Beach 5,4,Pixabay,5.280701754,1.305953209,57,5.941176471,1.066053745,51,3.204081633,1.540827589,49,3.490909091,1.597135483,55
I64,Beach 6,4,Wikipedia,5.947368421,0.9713954,57,6.176470588,0.953013795,51,3.857142857,1.58113883,49,3.927272727,1.932706272,55
I65,Beach 7,4,Pixabay,5.888888889,0.982164174,45,6.214285714,0.947998575,56,4.714285714,1.554563176,49,3.923076923,1.724632997,52
I66,Beach 8,4,Pixabay,5.613636364,1.10423938,44,6.034482759,0.89766788,58,3.787234043,1.680271332,47,4.019230769,2.053121818,52
I67,Bear 1,1,Wikipedia,5.052631579,1.092524152,57,5.254901961,1.197382767,51,3.12244898,1.408791637,49,3.527272727,1.762306417,55
I68,Bear 2,1,Flickr/Tim Williams,4.403508772,1.320979738,57,4.431372549,1.330487158,51,3.612244898,1.705583069,49,3.927272727,1.741163356,55
I69,Bear 3,1,Pixabay,5.396551724,0.857160862,58,5.558139535,1.097666911,43,4.387755102,1.440722136,49,4.245283019,1.47941855,53
I70,Bed 1,2,Flickr/Hannah,4.034482759,0.935939667,58,4,0.899735411,43,2.93877551,1.586507738,49,3.075471698,1.858960179,53
I71,Bee 1,1,Wikipedia,3.684210526,1.416205881,57,3.607843137,1.563053823,51,3.551020408,1.744768663,49,3.672727273,1.721912647,55
I72,Biking 1,3,Pixabay,4.886363636,0.841258998,44,5.24137931,1.128736987,58,3.808510638,1.408642545,47,3.384615385,1.610673299,52
I73,Billiards 1,2,Pixabay,4.688888889,0.900056115,45,4.392857143,0.73059307,56,2.755102041,1.507351599,49,2.403846154,1.524436449,52
I74,Bird 1,1,Pixabay,5.947368421,0.914585242,57,5.862745098,1.113904984,51,3.06122449,1.748906364,49,2.963636364,1.742323229,55
I75,Bird 2,1,Pixabay,5.310344828,1.012325732,58,5.697674419,1.185927078,43,3.673469388,1.625163519,49,3.698113208,1.488221779,53
I76,Bird 3,1,Pixabay,5.824561404,1.019853053,57,6.274509804,0.826521176,51,3.326530612,1.760536792,49,3.527272727,1.676134723,55
I77,Bird 4,1,Pixabay,5.244444444,1.069314894,45,5.785714286,1.021839441,56,3.326530612,1.625163519,49,3.807692308,1.815385894,52
I78,Bird 5,1,Pixabay,4.409090909,1.206921547,44,4.517241379,1.501360544,58,4.170212766,1.50822598,47,4.673076923,1.580781066,52
I79,Birthday 1,4,Pixabay,5.511111111,0.894991677,45,6,0.953462589,56,3.142857143,1.527525232,49,3.75,1.690515642,52
I80,Birthday 2,3,Pixabay,5.086206897,1.218058316,58,5.651162791,1.043887444,43,3.306122449,1.516631158,49,3.433962264,1.681453515,53
I81,Birthday 3,4,Pixabay,5.333333333,1.066003582,45,5.767857143,1.008889064,56,3.367346939,1.509606427,49,3.480769231,1.540185685,52
I82,Bloody knife 1,2,Flickr/Maarten Van Damme,2.044444444,1.223919849,45,1.696428571,0.892792205,56,4.469387755,1.980130897,49,4.615384615,1.911306361,52
I83,Bloody knife 2,2,Flickr/Steven Depolo,2.396551724,1.21308155,58,2.069767442,0.910137322,43,4.020408163,1.97367884,49,3.830188679,2.026135475,53
I84,Boat 1,2,Pixabay,4.561403509,1.052506258,57,4.588235294,1.219450214,51,2.551020408,1.581945328,49,3.018181818,1.810370425,55
I85,Bored face 1,3,Flickr,3.649122807,0.876095805,57,3.647058824,0.657982657,51,2.183673469,1.409395104,49,2.545454545,1.525319418,55
I86,Bored pose 1,3,Pixabay,3.681818182,0.934425013,44,3.465517241,1.157970354,58,2.893617021,1.386801803,47,2.980769231,1.514510011,52
I87,Bored pose 2,3,Pixabay,3.222222222,1.042045386,45,3.196428571,0.882550907,56,2.530612245,1.340118789,49,2.942307692,1.696749621,52
I88,Bored pose 3,3,Wikipedia,3.133333333,0.967658843,45,3.071428571,0.759357213,56,2.857142857,1.541103501,49,2.576923077,1.419004813,52
I89,Bored pose 4,3,Wikipedia,3.159090909,0.887724602,44,3.103448276,1.119048079,58,2.978723404,1.421716074,47,3.096153846,1.472088224,52
I90,Bored pose 5,3,All-free-download.com,3.965517241,0.954500278,58,3.581395349,0.851680639,43,3.489795918,1.542757933,49,2.603773585,1.320542177,53
I91,Bored pose 6,3,Pixabay,4.181818182,0.946787156,44,4.844827586,1.308564556,58,3.212765957,1.488158626,47,3.576923077,1.649077625,52
I92,Bottle 1,2,Pixabay,4.136363636,0.408679615,44,4.206896552,1.004526958,58,2.382978723,1.391795704,47,1.923076923,1.234252236,52
I93,Boxing 1,3,Pixabay,3.866666667,1.407770642,45,3.625,1.168721135,56,4.06122449,1.675909744,49,3.730769231,1.658198699,52
I94,Boxing 2,3,Pixabay,3.777777778,1.241130146,45,3.625,0.885489079,56,4.306122449,1.502831794,49,4.096153846,1.524436449,52
I95,Bricks 1,2,Pixabay,4.111111111,0.804030252,45,4.196428571,0.644406502,56,1.775510204,1.177308125,49,1.846153846,1.273941166,52
I96,Bridge 1,4,Pixabay,5.620689655,0.97021586,58,6.255813953,0.928209317,43,3.551020408,1.581945328,49,3.528301887,1.957272175,53
I97,Bubble 1,2,Pixabay,4.689655172,1.111453869,58,4.930232558,1.055492411,43,3.163265306,1.611765838,49,3.018867925,1.770382032,53
I98,Bubble 2,2,Pixabay,4.862068966,0.999092147,58,5.186046512,1.074727295,43,2.897959184,1.69858885,49,3.20754717,1.779784889,53
I99,Building 1,4,Pixabay,4.912280702,1.672046455,57,5.176470588,1.244281035,51,3.163265306,1.748176893,49,3.236363636,1.763452384,55
I100,Building 2,4,Pixabay,4.807017544,1.15632726,57,4.784313725,1.119173364,51,3.224489796,1.78261636,49,3.127272727,1.886153694,55
I101,Bungee jumping 1,3,Wikipedia,4.263157895,1.408219694,57,4.137254902,1.311786688,51,3.93877551,2.075734441,49,5.109090909,1.717801429,55
I102,Bungee jumping 2,3,Wikipedia,4.711111111,1.272474722,45,4.839285714,1.091733995,56,4.714285714,1.814295088,49,4.596153846,1.636107473,52
I103,Bungee jumping 3,3,Flickr/Eric Chan,5.105263158,1.397500454,57,5.117647059,1.336369093,51,3.87755102,1.666241442,49,4.781818182,1.595025938,55
I104,Camping 1,3,Pixabay,5.465517241,0.940614156,58,5.790697674,1.013201892,43,3.204081633,1.731805318,49,3.301886792,1.513845151,53
I105,Camping 2,3,Pixabay,4.982758621,1.100101739,58,4.930232558,1.242028848,43,3.081632653,1.605157504,49,3.320754717,1.673016448,53
I106,Camping 3,3,Pixabay,5.087719298,1.073723524,57,4.941176471,0.988165264,51,3,1.513825177,49,2.963636364,1.609734696,55
I107,Camping 4,3,Pixabay,5.666666667,1.087114613,45,5.625,1.168721135,56,3,1.58113883,49,3.442307692,1.661719657,52
I108,Camping 6,3,Pixabay,3.862068966,1.115257438,58,3.906976744,0.839896634,43,3.244897959,1.40728184,49,3.075471698,1.452439018,53
I109,Camping 7,3,Pixabay,5.090909091,0.772136324,44,5.310344828,0.940453354,58,2.978723404,1.359177528,47,3.019230769,1.434728704,52
I110,Camping 8,3,Pixabay,3.533333333,1.159937302,45,3.625,1.459296219,56,3.469387755,1.696835791,49,3.980769231,1.488391481,52
I111,Camping 9,3,Pixabay,4.133333333,1.235828761,45,3.892857143,1.274627524,56,3.489795918,1.838505382,49,3.5,1.590412451,52
I112,Camping 10,4,Pixabay,4.613636364,0.9696777,44,5.189655172,1.161621621,58,3.765957447,1.604514906,47,3.807692308,1.621406573,52
I113,Candle 1,2,Pixabay,5.204545455,0.878146713,44,4.931034483,1.105997509,58,3.425531915,1.611705562,47,3.230769231,1.778029143,52
I114,Car 1,2,Pixabay,5.431818182,1.149271301,44,5.068965517,1.361913888,58,4.787234043,1.718646715,47,3.865384615,1.950654452,52
I115,Car 2,2,Pixabay,3.862068966,1.099414132,58,4,1.091089451,43,3.163265306,1.760053725,49,2.641509434,1.331487595,53
I116,Car accident 1,2,Pixabay,2.2,0.943879807,45,2.125,0.915770912,56,4.163265306,1.650087608,49,4.038461538,1.825328748,52
I117,Car accident 2,2,Pixabay,2.192982456,1.059625886,57,1.725490196,0.896179254,51,3.530612245,1.74525596,49,4.581818182,1.791863391,55
I118,Car accident 3,2,Pixabay,2.909090909,1.137483592,44,2.5,1.31456083,58,4.404255319,1.484112595,47,4.615384615,1.705284131,52
I119,Car accident 4,2,Pixabay,2.228070175,0.963949166,57,1.803921569,0.872229507,51,3.448979592,1.720722044,49,4.418181818,1.781498631,55
I120,Car crash 1,4,Wikipedia,1.954545455,0.680442587,44,1.775862069,0.817422209,58,4.361702128,1.724825535,47,4.846153846,1.696416239,52
I121,Car crash 2,4,Wikipedia,2.189655172,0.86768287,58,1.720930233,0.701209207,43,4.387755102,1.729840148,49,4.037735849,2.018779755,53
I122,Car crash 3,4,Wikipedia,2.022727273,0.875735873,44,2.034482759,0.793957824,58,4.361702128,1.737383489,47,5,1.656833739,52
I123,Car race 1,4,Wikipedia,4.385964912,1.333020013,57,4.392156863,0.96080032,51,2.755102041,1.714285714,49,3.618181818,1.850834738,55
I124,Car race 2,4,Wikipedia,4.379310345,0.988132852,58,4.348837209,1.172781004,43,3.755102041,1.909740517,49,3.433962264,1.737697791,53
I125,Car race 3,4,Wikipedia,4.482758621,1.111998033,58,4.279069767,1.031078524,43,3.918367347,1.869009705,49,3.471698113,1.738741516,53
I126,Car race 4,4,Wikipedia,4.113636364,1.10423938,44,4.172413793,1.171862081,58,3.872340426,1.609982734,47,3.134615385,1.76044609,52
I127,Cardboard 1,2,Pixabay,4.035087719,0.565840471,57,4,0.2,51,2,1.414213562,49,1.963636364,1.346650665,55
I128,Cardboard 2,2,Pixabay,4.052631579,0.76581079,57,3.960784314,0.280056017,51,2.020408163,1.478876205,49,2.109090909,1.486640848,55
I129,Cardboard 3,2,Pixabay,3.659090909,0.887724602,44,3.810344828,0.736442291,58,1.872340426,1.244413976,47,1.846153846,1.319307831,52
I130,Cat 1,1,Pixabay,5.222222222,1.145919418,45,5.571428571,1.173295946,56,3.857142857,1.645701472,49,3.826923077,1.51749476,52
I131,Cat 2,1,Pixabay,5.379310345,1.167206685,58,5.651162791,1.172781004,43,3.795918367,1.731805318,49,4.169811321,1.773044416,53
I132,Cat 3,1,Pixabay,5.684210526,1.283937787,57,6.352941176,0.770026738,51,3.918367347,2.008697077,49,4.490909091,1.772973306,55
I133,Cat 4,1,Pixabay,5.488888889,1.140618298,45,6.107142857,0.947313358,56,3.530612245,1.709069445,49,3.538461538,1.830691913,52
I134,Cat 5,1,Pixabay,5.954545455,1.098721148,44,6.413793103,0.859099544,58,4.638297872,1.620863054,47,5.038461538,1.929762136,52
I135,Cat 6,1,Pixabay,4.681818182,1.253325386,44,4.74137931,1.617452457,58,3.595744681,1.59700228,47,4.403846154,1.717951532,52
I136,Cat 7,1,Wikipedia,3.4,1.1946852,45,3.285714286,1.317218636,56,4.224489796,1.686531279,49,4.576923077,1.459870446,52
I137,Cat 8,1,Flickr/Markus Schoepke,4.488888889,1.140618298,45,4.982142857,1.531381687,56,3.530612245,1.555930065,49,3.730769231,1.470165852,52
I138,Cat 9,1,Pixabay,5.105263158,1.35862602,57,5.588235294,1.283377896,51,3.448979592,1.732787067,49,3.745454545,1.776577878,55
I139,Cat 10,1,Pixabay,5.2,1.217299545,45,5.642857143,1.085919324,56,3.367346939,1.523344423,49,3.480769231,1.448330812,52
I140,Cat 11,1,Pixabay,5.24137931,1.06475176,58,5.534883721,1.315635592,43,3.571428571,1.645701472,49,3.622641509,1.666715045,53
I141,Cat 12,1,Wikipedia,4.929824561,1.237215323,57,5.470588235,1.189166787,51,3.183673469,1.563562564,49,3.563636364,1.843543652,55
I142,Cat 13,1,Flickr/Marjolein Knuit,5.24137931,1.2327454,58,5.744186047,1.002212392,43,3.387755102,1.901932422,49,4,1.941450687,53
I143,Cat 14,1,Skeezix Scratching Post,5.431818182,1.065259599,44,5.913793103,1.188903118,58,4.063829787,1.607107249,47,3.942307692,1.851480187,52
I144,Celebration 1,3,Pixabay,5.477272727,0.999735694,44,5.206896552,1.181117828,58,3.893617021,1.722410376,47,3.75,1.655353762,52
I145,Celebration 2,4,Pixabay,4.795454545,0.978359934,44,4.965517241,1.138874748,58,3.978723404,1.390798358,47,4.365384615,1.495468268,52
I146,Cemetery 1,4,Pixabay,3.977777778,1.373265665,45,4.232142857,1.348279327,56,3.244897959,1.702089552,49,3.711538462,1.648963292,52
I147,Cemetery 2,4,Pixabay,4,1.184697756,58,3.976744186,1.43905346,43,4,1.814295088,49,4.433962264,2.042899843,53
I148,Cemetery 3,4,Pixabay,3.01754386,1.445327794,57,2.862745098,1.29645066,51,3.224489796,1.828766731,49,4,1.875771446,55
I149,Cemetery 4,4,Pixabay,2.954545455,1.119687362,44,2.672413793,1.233849077,58,4.085106383,1.815749782,47,4.596153846,1.942906811,52
I150,Cemetery 5,4,Pixabay,2.511111111,1.160372633,45,2.535714286,1.278696577,56,4.346938776,1.920839881,49,5.038461538,1.691519081,52
I151,Cheerleader 1,3,Pixabay,5.844444444,1.086185058,45,4.875,1.145147867,56,5.102040816,1.373027342,49,3.5,1.697749375,52
I152,Cheerleader 2,3,Pixabay,5.172413793,1.061907107,58,5.23255814,1.171836355,43,4.795918367,1.554289653,49,3.509433962,1.514324443,53
I153,Child labor 1,3,Pixabay,4.385964912,0.921070533,57,4.117647059,1.088982256,51,3.163265306,1.57251045,49,3.381818182,1.433603451,55
I154,Child labor 2,3,Pixabay,3.017241379,1.162142294,58,2.558139535,1.030541364,43,3.632653061,1.799234531,49,3.679245283,1.826867695,53
I155,Child labor 3,3,Pixabay,4.088888889,1.378771229,45,4.071428571,1.006472559,56,3.408163265,1.731068641,49,3.596153846,1.445203227,52
I156,Child labor 4,3,Pixabay,4,1.052208562,57,4.039215686,0.937246698,51,2.734693878,1.617295971,49,3.309090909,1.513797375,55
I157,Children 1,3,Flickr/Stefano Corso,5.5,1.01307245,58,6.023255814,1.034830837,43,3.265306122,1.655489734,49,3.754716981,1.753081467,53
I158,Chipmunk 1,1,Pixabay,5.177777778,1.133957048,45,5.607142857,1.021203771,56,3.040816327,1.593727074,49,3.5,1.709259672,52
I159,Chipmunk 2,1,Flickr/Gilles Gonthier,5.613636364,0.894840744,44,5.827586207,0.957664026,58,4.085106383,1.612853092,47,4.294117647,1.803265013,51
I160,Chipmunk 3,1,Pixabay,5.386363636,0.920462702,44,5.637931034,0.892429679,58,3.680851064,1.369010798,47,3.730769231,1.890278376,52
I161,City 1,4,Pixabay,4.534482759,0.90254061,58,4.302325581,1.205836673,43,3.530612245,1.555930065,49,2.811320755,1.494304621,53
I162,Clean 1,2,Pixabay,4.789473684,0.995289658,57,5.333333333,1.107549848,51,2.224489796,1.342654493,49,2.490909091,1.60868853,55
I163,Cliff diver 1,3,Wikipedia,5.044444444,1.223919849,45,4.660714286,1.29722481,56,5,1.732050808,49,4.711538462,1.446246507,52
I164,Cliff diver 2,3,Wikipedia,5.034482759,0.990578729,58,5.209302326,1.145553298,43,4.020408163,1.574401949,49,4.169811321,1.717957744,53
I165,Cliff diver 3,3,Wikipedia,5.385964912,1.333020013,57,4.823529412,1.42416126,51,4.285714286,1.755942292,49,5.163636364,1.397930168,55
I166,Cockroach 1,1,Pixabay,2.068181818,0.974028491,44,2.051724138,1.316859819,58,3.744680851,2.131218116,47,5,2.019512657,52
I167,Cockroach 2,1,Pixabay,2.340909091,1.256484239,44,2.206896552,1.334542706,58,3.446808511,1.987006823,47,4.807692308,2.114733206,52
I168,Cockroach 3,1,Pixabay,2.454545455,1.130024603,44,2.448275862,1.440911186,58,3.361702128,1.881552688,47,4.557692308,2.061918596,52
I169,Cockroach 4,1,Pixabay,2.363636364,1.12251605,44,2.224137931,1.325103153,58,3.361702128,1.949643579,47,4.557692308,2.042811035,52
I170,Coffee 1,2,Pixabay,5.272727273,1.086141803,44,5.75862069,1.06475176,58,3.744680851,1.538888434,47,3.807692308,1.879074256,52
I171,Cold 1,2,Pixabay,4.172413793,0.957664026,58,3.744186047,1.135845044,43,3.510204082,1.647250853,49,3.41509434,1.691994297,53
I172,Cold 2,2,Pixabay,4.74137931,0.738902572,58,4.720930233,0.881707796,43,2.795918367,1.567636116,49,2.41509434,1.574239282,53
I173,Cold 3,2,Pixabay,4.909090909,0.884443901,44,4.862068966,1.191317653,58,2.893617021,1.535578669,47,2.75,1.643465969,52
I174,Cold 4,2,Pixabay,4.954545455,0.963389014,44,5.155172414,1.07281764,58,3.021276596,1.621718918,47,2.903846154,1.648048345,52
I175,Cold 5,4,Pixabay,5.438596491,1.069337977,57,5.549019608,1.006254948,51,3.306122449,1.839430184,49,3.109090909,1.882401217,55
I176,Cold 6,3,Pixabay,5.022222222,1.097287749,45,4.910714286,1.116435655,56,4.448979592,1.756668538,49,4.134615385,1.508522796,52
I177,Cold 7,3,Pixabay,5.113636364,1.082974137,44,5.431034483,1.186356193,58,3.234042553,1.683846089,47,3.480769231,2.043549244,52
I178,Cold 8,2,Pixabay,5.24137931,1.189284686,58,5.906976744,1.019195609,43,3.387755102,1.617821665,49,3.566037736,1.770586973,53
I179,Collaboration 1,3,Pixabay,5.25,0.94315157,44,5.568965517,0.975346434,58,3.531914894,1.396440566,47,3.192307692,1.749380412,52
I180,Cotton swabs 1,2,Pixabay,4.136363636,0.667898791,44,4.068965517,0.791668657,58,2.361702128,1.389800297,47,1.923076923,1.28102523,52
I181,Cotton swabs 2,2,Pixabay,4.044444444,0.601345293,45,4.071428571,0.46150516,56,1.612244898,0.99616612,49,2.096153846,1.417808519,52
I182,Cotton swabs 3,2,Pixabay,4.066666667,0.750757194,45,4.178571429,0.471251443,56,1.775510204,1.085228588,49,1.846153846,1.391636297,52
I183,Couple 1,3,Pixabay,5.4,1.268499471,45,5.660714286,1.239894214,56,3.93877551,1.760778276,49,3.980769231,1.577916032,52
I184,Couple 2,3,Pixabay,5.386363636,1.061282881,44,5.810344828,1.083478747,58,3.617021277,1.407328513,47,3.884615385,1.652732095,52
I185,Couple 3,3,Pixabay,4.192982456,1.407106917,57,3.803921569,1.400280084,51,3.653061224,1.785952365,49,3.254545455,1.480967924,55
I186,Couple 4,3,Pixabay,5.931818182,1.189053313,44,6,1.284181766,58,4.468085106,1.44238727,47,4.596153846,1.498490945,52
I187,Couple 5,1,Pixabay,4.877192982,1.415099384,57,5.117647059,1.107195716,51,3.326530612,1.57305111,49,3.6,1.684350628,55
I188,Couple 6,3,Pixabay,5.727272727,1.086141803,44,5.517241379,1.111998033,58,4.191489362,1.527121445,47,4.076923077,1.531962139,52
